Subscribe date,Stagename,Project type,Property kind,Source of lead,Amount,Lost reason,Lost date,Won,Cout du lead
2019-01-14,Perdu,rental_investment,,partner9,144,N'a jamais répondu (+5 appels),,,5
2019-01-29,Perdu,primary_residence,,partner9,173,Projet en recherche / Projet lointain,,,5
2019-03-02,Perdu,primary_residence,old,partner9,232,Projet en recherche / Projet lointain,,,5
2019-01-26,Perdu,primary_residence,,partner9,197,Dossier non finançable,,,5
2019-01-07,Perdu,primary_residence,,partner9,140,Faux email & numéro,,,5
2019-02-01,Perdu,primary_residence,,partner9,221,N'a jamais répondu (+5 appels),2019-03-22,,5
2019-02-18,Perdu,primary_residence,VEFA,partner9,179,Dossier non finançable,2019-04-08,,5
2019-02-17,Perdu,primary_residence,,partner9,240,Projet arrêté,2019-03-27,,5
2019-03-11,Gagné,primary_residence,old,partner9,245,,,1,20
2019-03-05,Perdu,primary_residence,old,partner9,180,A répondu mais ne répond plus (+5 appels),,,5
2019-02-19,Perdu,primary_residence,old,partner9,148,Projet arrêté,2019-04-01,,5
2019-03-16,Perdu,primary_residence,construction,partner9,237,N'a jamais répondu (+5 appels),2019-03-28,,5
2019-02-10,Perdu,rental_investment,,partner9,104,A répondu mais ne répond plus (+5 appels),,,5
2019-02-14,Perdu,primary_residence,VEFA,partner9,221,Dossier non finançable,2019-06-03,,5
2019-03-06,Perdu,primary_residence,new,partner9,204,Projet en recherche / Projet lointain,2019-07-03,,5
2019-03-05,Perdu,primary_residence,old,partner9,108,Projet en recherche / Projet lointain,,,5
2019-02-27,Perdu,primary_residence,land_construction,partner9,185,Faux email & numéro,2019-03-05,,5
2019-01-29,Perdu,rental_investment,,partner9,191,A répondu mais ne répond plus (+5 appels),2019-06-27,,5
2019-01-23,Gagné,primary_residence,old,partner9,183,Projet en recherche / Projet lointain,,1,20
2019-01-17,Gagné,primary_residence,old,partner9,101,,,1,20
2019-03-11,Perdu,primary_residence,old,partner9,244,N'a jamais répondu (+5 appels),2019-03-28,,5
2019-03-10,Perdu,primary_residence,old,partner9,151,Perdu contre autre courtier,2019-03-28,,5
2019-03-25,Perdu,primary_residence,old,partner9,148,Projet en recherche / Projet lointain,2019-07-16,,5
2019-03-10,Perdu,primary_residence,old,partner9,203,Projet en recherche / Projet lointain,2019-03-25,,5
2019-02-22,Perdu,primary_residence,,partner9,178,Perdu contre autre banque,2019-10-01,,5
2019-03-17,Perdu,rental_investment,old,partner9,201,N'a jamais répondu (+5 appels),2019-03-29,,5
2019-02-13,Perdu,rental_investment,,partner9,163,Projet arrêté,,,5
2019-01-14,Perdu,secondary_residence,,partner9,233,Perdu contre autre banque,2019-04-25,,5
2019-02-01,Perdu,primary_residence,old,partner9,111,N'a jamais répondu (+5 appels),,,5
2019-03-03,Perdu,primary_residence,old,partner9,137,A répondu mais ne répond plus (+5 appels),2019-07-24,,5
2019-02-08,Perdu,rental_investment,,partner9,209,Dossier non finançable,,,5
2019-01-29,Perdu,primary_residence,,partner9,249,Dossier non finançable,,,5
2019-03-21,Perdu,primary_residence,old,partner9,238,A répondu mais ne répond plus (+5 appels),2019-09-03,,5
2019-01-28,Perdu,primary_residence,,partner9,111,,,,5
2019-02-18,Perdu,primary_residence,VEFA,partner9,156,Perdu contre autre banque,2019-03-30,,5
2019-01-28,Perdu,primary_residence,,partner9,172,Projet arrêté,,,5
2019-01-08,Perdu,primary_residence,old,partner9,164,A répondu mais ne répond plus (+5 appels),2019-05-15,,5
2019-01-03,Perdu,primary_residence,,partner9,186,Perdu contre autre courtier,,,5
2019-02-05,Perdu,rental_investment,,partner9,221,Projet arrêté,2019-10-03,,5
2019-02-20,Perdu,primary_residence,,partner9,198,Faux email & numéro,,,5
2019-03-14,Perdu,primary_residence,old,partner9,208,N'a jamais répondu (+5 appels),2019-04-29,,5
2019-01-17,Perdu,primary_residence,,partner9,209,N'a jamais répondu (+5 appels),2019-05-02,,5
2019-01-08,Perdu,primary_residence,,partner9,170,Faux email & numéro,,,5
2019-02-01,Perdu,primary_residence,,partner9,151,Projet en recherche / Projet lointain,2019-05-06,,5
2019-01-26,Perdu,primary_residence,,partner9,173,Perdu contre autre banque,2019-04-16,,5
2019-03-04,Perdu,primary_residence,old,partner9,183,N'a jamais répondu (+5 appels),2019-03-08,,5
2019-02-22,Perdu,rental_investment,,partner9,110,A répondu mais ne répond plus (+5 appels),2019-03-28,,5
2019-02-20,Perdu,primary_residence,old,partner9,194,Projet en recherche / Projet lointain,2019-04-08,,5
2019-03-21,Perdu,primary_residence,old,partner9,242,Projet en recherche / Projet lointain,2019-07-23,,5
2019-03-28,Perdu,secondary_residence,old,partner9,194,Projet arrêté,2019-03-29,,5
2019-01-28,Perdu,primary_residence,land_construction,partner9,196,A répondu mais ne répond plus (+5 appels),2019-05-13,,5
2019-02-25,Perdu,rental_investment,old,partner9,106,A répondu mais ne répond plus (+5 appels),2019-04-08,,5
2019-03-19,Perdu,primary_residence,old,partner9,169,Doublon,2019-04-04,,5
2019-01-02,Perdu,primary_residence,,partner9,166,Perdu contre autre banque,,,5
2019-01-19,Perdu,primary_residence,,partner9,207,Projet en recherche / Projet lointain,2019-03-05,,5
2019-02-22,Perdu,primary_residence,,partner9,149,Projet arrêté,,,5
2019-01-17,Gagné,primary_residence,old,partner9,108,,,1,20
2019-02-09,Perdu,primary_residence,VEFA,partner9,188,Projet arrêté,,,5
2019-01-20,Perdu,primary_residence,,partner9,149,Projet en recherche / Projet lointain,2019-05-10,,5
2019-01-06,Perdu,primary_residence,,partner9,204,Projet en recherche / Projet lointain,2019-03-30,,5
2019-01-16,Perdu,rental_investment,,partner9,149,Dossier non finançable,,,5
2019-01-07,Gagné,primary_residence,new,partner9,194,,,1,20
2019-02-10,Perdu,primary_residence,,partner9,169,Projet en recherche / Projet lointain,2019-09-03,,5
2019-01-22,Perdu,rental_investment,old,partner9,143,Ne souhaite pas faire ce dossier,2019-03-29,,5
2019-01-18,Perdu,primary_residence,old,partner9,230,Dossier non finançable,2019-06-14,,5
2019-03-07,Perdu,primary_residence,old,partner9,146,Perdu contre autre banque,2019-05-28,,5
2019-02-23,Perdu,primary_residence,old,partner9,164,A répondu mais ne répond plus (+5 appels),2019-05-17,,5
2019-02-05,Perdu,primary_residence,,partner9,244,Client extrêmement difficile,2019-04-08,,5
2019-01-02,Perdu,primary_residence,,partner9,169,A répondu mais ne répond plus (+5 appels),,,5
2019-01-10,Perdu,primary_residence,,partner9,100,Perdu contre autre banque,2019-05-27,,5
2019-01-07,Perdu,primary_residence,,partner9,223,Perdu contre autre banque,,,5
2019-02-21,Perdu,rental_investment,,partner9,136,N'a jamais répondu (+5 appels),2019-03-08,,5
2019-01-03,Perdu,primary_residence,,partner9,177,Faux email & numéro,,,5
2019-02-09,Perdu,rental_investment,,partner9,127,A répondu mais ne répond plus (+5 appels),2019-03-22,,5
2019-02-05,Perdu,rental_investment,,partner9,118,Ne souhaite pas faire ce dossier,2019-05-20,,5
2019-02-28,Perdu,primary_residence,old,partner9,149,Perdu contre autre banque,2019-03-06,,5
2019-01-07,Perdu,primary_residence,,partner9,139,A répondu mais ne répond plus (+5 appels),2019-03-30,,5
2019-01-20,Perdu,primary_residence,,partner9,161,N'a jamais répondu (+5 appels),,,5
2019-01-12,Gagné,primary_residence,old,partner9,239,Projet en recherche / Projet lointain,2019-04-03,1,20
2019-03-18,Perdu,primary_residence,VEFA,partner9,102,Dossier non finançable,2019-05-27,,5
2019-01-05,Perdu,primary_residence,land_construction,partner9,172,A répondu mais ne répond plus (+5 appels),2019-06-06,,5
2019-01-10,Perdu,rental_investment,,partner9,176,Perdu contre autre banque,,,5
2019-01-15,Perdu,primary_residence,,partner9,144,Perdu contre autre courtier,,,5
2019-03-25,Perdu,rental_investment,old,partner9,179,N'a jamais répondu (+5 appels),2019-04-05,,5
2019-02-20,Perdu,primary_residence,,partner9,107,A répondu mais ne répond plus (+5 appels),2019-09-06,,5
2019-01-03,Perdu,primary_residence,,partner9,187,Projet en recherche / Projet lointain,,,5
2019-01-21,Perdu,primary_residence,,partner9,125,Dossier non finançable,,,5
2019-02-18,Gagné,primary_residence,old,partner9,225,,,1,20
2019-02-12,Perdu,primary_residence,,partner9,210,N'a jamais répondu (+5 appels),2019-03-22,,5
2019-01-24,Perdu,primary_residence,,partner9,250,Dossier non finançable,,,5
2019-02-19,Perdu,primary_residence,,partner9,146,N'a jamais répondu (+5 appels),2019-03-06,,5
2019-02-04,Perdu,primary_residence,,partner9,154,A répondu mais ne répond plus (+5 appels),2019-05-13,,5
2019-01-03,Perdu,primary_residence,,partner9,136,Projet arrêté,,,5
2019-03-01,Perdu,primary_residence,old,partner9,244,A répondu mais ne répond plus (+5 appels),2019-05-28,,5
2019-02-07,Perdu,primary_residence,,partner9,138,N'a jamais répondu (+5 appels),,,5
2019-01-28,Perdu,rental_investment,old,partner9,217,Projet arrêté,2019-07-12,,5
2019-02-05,Perdu,primary_residence,,partner9,136,Projet en recherche / Projet lointain,2019-03-19,,5
2019-03-18,Perdu,rental_investment,new,partner9,202,Perdu contre autre banque,2019-05-03,,5
2019-03-21,Perdu,primary_residence,old,partner9,173,Perdu contre autre banque,2019-10-02,,5
2019-03-15,Perdu,primary_residence,old,partner9,158,N'a jamais répondu (+5 appels),2019-03-27,,5
2019-03-06,Perdu,primary_residence,old,partner9,173,N'a jamais répondu (+5 appels),2019-03-15,,5
2019-03-23,Perdu,primary_residence,VEFA,partner9,150,Projet en recherche / Projet lointain,2019-03-28,,5
2019-01-23,Perdu,primary_residence,,partner9,163,N'a jamais répondu (+5 appels),,,5
2019-01-21,Perdu,rental_investment,,partner9,190,A répondu mais ne répond plus (+5 appels),,,5
2019-02-06,Perdu,primary_residence,,partner9,205,Dossier non finançable,,,5
2019-01-30,Perdu,primary_residence,,partner9,197,A répondu mais ne répond plus (+5 appels),2019-05-17,,5
2019-02-07,Perdu,primary_residence,old,partner9,193,Projet arrêté,2019-05-06,,5
2019-03-28,Perdu,primary_residence,old,partner9,122,Perdu contre autre banque,2019-06-05,,5
2019-03-16,Perdu,primary_residence,old,partner9,144,Dossier non finançable,2019-03-19,,5
2019-02-05,Perdu,primary_residence,old,partner9,117,Perdu contre autre courtier,2019-05-06,,5
2019-01-09,Perdu,primary_residence,old,partner9,233,Perdu contre autre banque,2019-03-25,,5
2019-01-06,Perdu,primary_residence,,partner9,115,N'a jamais répondu (+5 appels),,,5
2019-03-17,Perdu,rental_investment,old,partner9,111,A répondu mais ne répond plus (+5 appels),2019-05-23,,5
2019-01-29,Gagné,rental_investment,old,partner9,143,,,1,20
2019-02-09,Perdu,primary_residence,,partner9,128,Perdu contre autre courtier,,,5
2019-01-31,Perdu,primary_residence,,partner9,237,N'a jamais répondu (+5 appels),2019-04-11,,5
2019-03-02,Perdu,primary_residence,old,partner9,163,N'a jamais répondu (+5 appels),2019-03-13,,5
2019-01-29,Perdu,rental_investment,,partner9,205,Perdu contre autre banque,,,5
2019-02-03,Perdu,primary_residence,old,partner9,229,Projet arrêté,2019-04-29,,5
2019-03-09,Perdu,primary_residence,old,partner9,221,N'a jamais répondu (+5 appels),2019-03-20,,5
2019-03-25,Perdu,primary_residence,old,partner9,148,Perdu contre autre banque,2019-07-15,,5
2019-01-24,Perdu,rental_investment,,partner9,230,Dossier non finançable,,,5
2019-01-16,Perdu,primary_residence,,partner9,139,Projet arrêté,,,5
2019-01-02,Perdu,secondary_residence,,partner9,120,Faux email & numéro,,,5
2019-02-05,Perdu,secondary_residence,,partner9,231,Ne souhaite pas faire ce dossier,2019-04-04,,5
2019-01-07,Perdu,primary_residence,,partner9,146,N'a jamais répondu (+5 appels),,,5
2019-03-14,Perdu,primary_residence,VEFA,partner9,195,N'a jamais répondu (+5 appels),2019-10-03,,5
2019-02-22,Perdu,rental_investment,,partner9,189,Ne souhaite pas faire ce dossier,,,5
2019-02-03,Gagné,primary_residence,old,partner9,162,,,1,20
2019-02-18,Perdu,primary_residence,,partner9,186,N'a jamais répondu (+5 appels),2019-03-15,,5
2019-01-03,Perdu,primary_residence,,partner9,137,Perdu contre autre banque,,,5
2019-03-14,Perdu,rental_investment,old,partner9,114,Projet arrêté,2019-05-09,,5
2019-02-21,Perdu,primary_residence,,partner9,174,Perdu contre autre banque,2019-03-29,,5
2019-02-15,Perdu,primary_residence,,partner9,123,Faux email & numéro,2019-07-02,,5
2019-02-04,Perdu,primary_residence,old,partner9,181,Dossier non finançable,2019-09-13,,5
2019-02-14,Gagné,primary_residence,old,partner9,173,,,1,20
2019-03-15,Perdu,primary_residence,land_construction,partner9,175,Dossier non finançable,2019-07-16,,5
2019-02-15,Perdu,rental_investment,,partner9,184,Dossier non finançable,,,5
2019-03-06,Perdu,primary_residence,old,partner9,227,N'a jamais répondu (+5 appels),2019-03-14,,5
2019-03-12,Perdu,rental_investment,VEFA,partner9,167,Perdu contre autre courtier,2019-09-11,,5
2019-03-01,Perdu,primary_residence,VEFA,partner9,146,N'a jamais répondu (+5 appels),2019-03-13,,5
2019-02-12,Perdu,primary_residence,old,partner9,242,Projet en recherche / Projet lointain,2019-06-25,,5
2019-03-07,Perdu,rental_investment,land_construction,partner9,233,N'a jamais répondu (+5 appels),2019-03-20,,5
2019-02-01,Perdu,primary_residence,,partner9,239,Perdu contre autre courtier,,,5
2019-03-23,Perdu,rental_investment,old,partner9,235,N'a jamais répondu (+5 appels),,,5
2019-02-01,Gagné,primary_residence,new,partner9,167,,,1,20
2019-01-15,Perdu,primary_residence,,partner9,247,N'a jamais répondu (+5 appels),,,5
2019-03-18,Perdu,secondary_residence,old,partner9,181,Perdu contre autre banque,2019-05-07,,5
2019-02-25,Perdu,primary_residence,old,partner9,136,,,,5
2019-03-06,Perdu,rental_investment,old,partner9,233,Ne souhaite pas faire ce dossier,2019-03-12,,5
2019-02-25,Perdu,primary_residence,old,partner9,112,N'a jamais répondu (+5 appels),2019-03-13,,5
2019-03-13,Gagné,primary_residence,old,partner9,101,,,1,20
2019-01-16,Perdu,rental_investment,,partner9,120,N'a jamais répondu (+5 appels),,,5
2019-01-04,Perdu,primary_residence,,partner9,145,Perdu contre autre banque,,,5
2019-03-20,Perdu,primary_residence,old,partner9,189,A répondu mais ne répond plus (+5 appels),2019-05-17,,5
2019-03-27,Perdu,primary_residence,old,partner9,231,Projet en recherche / Projet lointain,2019-06-25,,5
2019-03-12,Perdu,primary_residence,old,partner9,223,Perdu contre autre banque,2019-03-30,,5
2019-01-11,Perdu,primary_residence,,partner9,239,Projet en recherche / Projet lointain,,,5
2019-01-30,Perdu,primary_residence,,partner9,196,A répondu mais ne répond plus (+5 appels),2019-03-05,,5
2019-02-05,Perdu,rental_investment,,partner9,207,Dossier non finançable,,,5
2019-02-25,Perdu,primary_residence,old,partner9,152,Projet en recherche / Projet lointain,2019-03-11,,5
2019-02-18,Perdu,primary_residence,,partner9,131,N'a jamais répondu (+5 appels),,,5
2019-01-07,Perdu,rental_investment,,partner9,165,A répondu mais ne répond plus (+5 appels),2019-05-17,,5
2019-03-24,Perdu,primary_residence,old,partner9,244,N'a jamais répondu (+5 appels),2019-04-12,,5
2019-02-11,Perdu,primary_residence,,partner9,232,Faux email & numéro,,,5
2019-03-20,Perdu,primary_residence,old,partner9,215,Ne souhaite pas faire ce dossier,2019-03-25,,5
2019-01-06,Perdu,primary_residence,,partner9,195,Perdu contre autre courtier,,,5
2019-01-11,Perdu,primary_residence,,partner9,239,Dossier non finançable,,,5
2019-03-01,Perdu,primary_residence,old,partner9,196,Perdu contre autre banque,2019-05-22,,5
2019-01-17,Perdu,rental_investment,,partner9,221,Projet en recherche / Projet lointain,,,5
2019-02-12,Perdu,primary_residence,,partner9,154,Projet en recherche / Projet lointain,2019-04-15,,5
2019-01-16,Perdu,primary_residence,old,partner9,179,Perdu contre autre banque,,,5
2019-01-27,Perdu,rental_investment,,partner9,193,Projet en recherche / Projet lointain,,,5
2019-01-17,Perdu,primary_residence,,partner9,222,N'a jamais répondu (+5 appels),,,5
2019-01-20,Perdu,primary_residence,,partner9,244,Projet en recherche / Projet lointain,2019-05-06,,5
2019-03-20,Perdu,primary_residence,old,partner9,232,Dossier non finançable,2019-04-08,,5
2019-03-25,Perdu,primary_residence,old,partner9,156,A répondu mais ne répond plus (+5 appels),2019-04-11,,5
2019-02-07,Perdu,primary_residence,old,partner9,169,Dossier non finançable,2019-03-13,,5
2019-02-05,Perdu,primary_residence,,partner9,210,Faux email & numéro,,,5
2019-02-04,Perdu,rental_investment,,partner9,213,A répondu mais ne répond plus (+5 appels),2019-03-27,,5
2019-01-19,Perdu,primary_residence,,partner9,150,Projet arrêté,,,5
2019-02-15,Perdu,primary_residence,,partner9,142,Perdu contre autre courtier,2019-03-06,,5
2019-03-15,Perdu,primary_residence,old,partner9,160,Perdu contre autre courtier,2019-03-18,,5
2019-01-29,Gagné,primary_residence,old,partner9,158,,,1,20
2019-03-12,Perdu,primary_residence,old,partner9,148,Faux email & numéro,2019-03-14,,5
2019-01-01,Perdu,primary_residence,,partner9,242,Perdu contre autre banque,,,5
2019-02-25,Perdu,rental_investment,old,partner9,233,Dossier non finançable,,,5
2019-03-25,Perdu,primary_residence,old,partner9,244,A répondu mais ne répond plus (+5 appels),2019-05-15,,5
2019-02-24,Perdu,rental_investment,old,partner9,195,,,,5
2019-03-21,Perdu,primary_residence,VEFA,partner9,103,N'a jamais répondu (+5 appels),2019-05-03,,5
2019-01-07,Perdu,primary_residence,old,partner9,144,Projet en recherche / Projet lointain,2019-04-25,,5
2019-02-09,Perdu,rental_investment,,partner9,225,Faux email & numéro,,,5
2019-01-09,Perdu,primary_residence,,partner9,136,Faux email & numéro,,,5
2019-01-18,Perdu,primary_residence,,partner9,217,A répondu mais ne répond plus (+5 appels),2019-04-03,,5
